league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected_shooting xG,Expected_shooting npxG,Expected_shooting G-xG,Expected_shooting np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,Performance_misc CrdY,Performance_misc CrdR,Performance_misc 2CrdY,Performance_misc Fls,Performance_misc Fld,Performance_misc Off,Performance_misc Crs,Performance_misc Int,Performance_misc TklW,Performance_misc PKwon,Performance_misc PKcon,Performance_misc OG,Performance_misc Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc
ENG-Premier League,2020,West Brom,Darnell Furlong,ENG,DF,24.0,1995.0,35,32,2932,32.6,1,3,4,1,0,0,5,0,2.0,2.0,1.9,4.0,44,78,104,0.03,0.09,0.12,0.03,0.12,0.06,0.06,0.12,0.06,0.12,standard,ENG,DF,24.0,1995.0,32.6,682,1204,56.6,11908,5175,333,433,76.9,257,453,56.7,78,232,3,1.9,1.9,1.1,16,63,18,10,78,passing,ENG,DF,24.0,1995.0,1,26,5,0.8,0.15,0,0,0,2.0,2.0,-1.0,-1.0,shooting,ENG,DF,24.0,1995.0,1551,130,463,644,452,59,1551,24,10,14,548,2782,1283,44,23,3,40,10,746,104,possession,ENG,DF,24.0,1995.0,45,27,27,12,6,21,44,23,39,16,23,49,94,90,0,defense,ENG,DF,24.0,1995.0,5,0,0,34,33,3,99,49,27,0,2,1,98,117,88,misc
ENG-Premier League,2020,West Ham,Darren Randolph,IRL,GK,33.0,1987.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,IRL,GK,33.0,1987.0,3.0,36,66,54.5,1188,987,6,6,100.0,14,14,100.0,16,46,0,0.0,0.0,0.0,0,1,0,0,0,passing,IRL,GK,33.0,1987.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,IRL,GK,33.0,1987.0,70,62,69,1,0,0,70,0,0,0,27,163,113,0,0,0,0,0,22,0,possession,IRL,GK,33.0,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense,IRL,GK,33.0,1987.0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,misc
ENG-Premier League,2020,West Brom,David Button,ENG,GK,31.0,1989.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,31.0,1989.0,1.0,18,37,48.6,693,571,2,2,100.0,5,5,100.0,11,30,0,0.0,0.0,0.0,0,1,0,0,0,passing,ENG,GK,31.0,1989.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,GK,31.0,1989.0,37,31,37,0,0,0,37,0,0,0,19,103,54,0,0,0,0,0,13,0,possession,ENG,GK,31.0,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,GK,31.0,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,misc
ENG-Premier League,2020,Arsenal,David Luiz,BRA,DF,33.0,1987.0,20,17,1396,15.5,1,0,1,1,0,0,1,1,0.9,0.9,0.5,1.4,22,68,3,0.06,0.0,0.06,0.06,0.06,0.06,0.03,0.09,0.06,0.09,standard,BRA,DF,33.0,1987.0,15.5,836,1013,82.5,17006,5726,254,278,91.4,464,502,92.4,102,192,0,0.5,1.0,-0.5,2,66,9,0,68,passing,BRA,DF,33.0,1987.0,1,15,2,0.97,0.13,3,0,0,0.9,0.9,0.1,0.1,shooting,BRA,DF,33.0,1987.0,1143,129,556,532,59,19,1143,4,3,1,766,5053,3047,22,15,2,4,2,843,3,possession,BRA,DF,33.0,1987.0,12,9,5,7,0,4,4,0,16,9,7,16,28,50,2,defense,BRA,DF,33.0,1987.0,1,1,0,15,5,1,9,16,9,0,1,0,64,35,13,misc
ENG-Premier League,2020,Fulham,Denis Odoi,GHA,DF,32.0,1988.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,10,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,GHA,DF,32.0,1988.0,3.0,156,190,82.1,2889,877,64,73,87.7,74,82,90.2,17,26,0,0.1,0.1,-0.1,1,11,2,1,10,passing,GHA,DF,32.0,1988.0,0,2,1,0.67,0.33,0,0,0,0.1,0.1,-0.1,-0.1,shooting,GHA,DF,32.0,1988.0,215,11,97,85,34,0,215,1,1,0,121,634,412,5,7,0,1,2,133,5,possession,GHA,DF,32.0,1988.0,3,3,2,1,0,1,4,3,3,1,2,5,8,5,0,defense,GHA,DF,32.0,1988.0,1,0,0,7,4,1,5,5,3,0,0,0,19,6,5,misc
ENG-Premier League,2020,Liverpool,Curtis Jones,ENG,MF,19.0,2001.0,24,13,1179,13.1,1,2,3,1,0,0,2,0,1.7,1.7,1.5,3.2,42,89,79,0.08,0.15,0.23,0.08,0.23,0.13,0.11,0.24,0.13,0.24,standard,ENG,MF,19.0,2001.0,13.1,900,983,91.6,12828,2687,534,569,93.8,280,294,95.2,41,53,2,1.5,1.4,0.5,12,87,23,1,89,passing,ENG,MF,19.0,2001.0,1,19,9,1.45,0.69,0,0,0,1.7,1.7,-0.7,-0.7,shooting,ENG,MF,19.0,2001.0,1133,15,128,643,373,26,1133,34,22,12,798,4177,1964,42,43,8,22,32,910,79,possession,ENG,MF,19.0,2001.0,16,6,6,7,3,12,25,13,13,0,13,19,35,11,1,defense,ENG,MF,19.0,2001.0,2,0,0,18,13,1,7,19,6,0,0,0,80,14,18,misc
ENG-Premier League,2020,Arsenal,Cédric Soares,POR,DF,28.0,1991.0,10,8,746,8.3,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,21,46,40,0.0,0.12,0.12,0.0,0.12,0.03,0.11,0.15,0.03,0.15,standard,POR,DF,28.0,1991.0,8.3,349,469,74.4,5184,1901,208,237,87.8,108,152,71.1,21,50,1,0.9,0.6,0.1,6,33,6,2,46,passing,POR,DF,28.0,1991.0,0,7,2,0.84,0.24,1,0,0,0.3,0.3,-0.3,-0.3,shooting,POR,DF,28.0,1991.0,542,21,142,238,168,12,542,11,5,6,274,1421,728,21,10,6,10,9,336,40,possession,POR,DF,28.0,1991.0,12,8,6,4,2,6,21,15,6,1,5,8,20,16,1,defense,POR,DF,28.0,1991.0,1,0,0,6,5,0,34,8,8,0,0,0,40,7,12,misc
ENG-Premier League,2020,Chelsea,César Azpilicueta,ESP,DF,30.0,1989.0,26,24,2188,24.3,1,2,3,1,0,0,5,1,0.7,0.7,2.5,3.2,37,135,83,0.04,0.08,0.12,0.04,0.12,0.03,0.1,0.13,0.03,0.13,standard,ESP,DF,30.0,1989.0,24.3,1787,2081,85.9,27154,9701,935,1012,92.4,739,822,89.9,62,134,2,2.5,2.4,-0.5,27,123,22,3,135,passing,ESP,DF,30.0,1989.0,1,11,4,0.45,0.16,0,0,0,0.7,0.7,0.3,0.3,shooting,ESP,DF,30.0,1989.0,2302,113,813,1056,447,38,2302,14,6,8,1154,5118,2985,37,35,2,17,6,1603,83,possession,ESP,DF,30.0,1989.0,53,28,22,24,7,19,37,18,30,5,25,28,81,62,2,defense,ESP,DF,30.0,1989.0,5,1,0,32,14,5,37,28,28,0,0,0,131,55,44,misc
ENG-Premier League,2020,Burnley,Dale Stephens,ENG,MF,31.0,1989.0,7,3,261,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,11,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard,ENG,MF,31.0,1989.0,2.9,98,120,81.7,1601,436,44,54,81.5,37,42,88.1,12,14,0,0.0,0.1,0.0,0,8,2,0,11,passing,ENG,MF,31.0,1989.0,0,4,0,1.38,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ENG,MF,31.0,1989.0,156,2,22,104,30,4,156,2,1,1,67,246,106,2,3,0,3,5,79,1,possession,ENG,MF,31.0,1989.0,11,6,2,7,2,3,6,3,3,0,3,8,19,2,0,defense,ENG,MF,31.0,1989.0,1,0,0,8,2,0,0,8,6,0,0,0,21,5,2,misc
ENG-Premier League,2020,Brighton,Dan Burn,ENG,DF,28.0,1992.0,27,23,2061,22.9,1,0,1,1,0,0,5,0,1.5,1.5,0.8,2.3,34,87,73,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.1,0.07,0.1,standard,ENG,DF,28.0,1992.0,22.9,954,1280,74.5,14625,4510,508,616,82.5,365,461,79.2,53,126,0,0.8,1.0,-0.8,10,75,14,7,87,passing,ENG,DF,28.0,1992.0,1,17,6,0.74,0.26,0,0,0,1.5,1.5,-0.5,-0.5,shooting,ENG,DF,28.0,1992.0,1549,109,474,756,332,40,1549,20,12,8,749,3852,2098,34,22,1,28,9,934,73,possession,ENG,DF,28.0,1992.0,50,26,33,14,3,27,53,26,30,7,23,31,81,75,0,defense,ENG,DF,28.0,1992.0,5,0,0,35,6,4,37,31,26,0,1,1,109,95,41,misc
ENG-Premier League,2020,Southampton,Dan Nlundulu,ENG,"FW,MF",21.0,1999.0,13,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,13,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,standard,ENG,"FW,MF",21.0,1999.0,1.2,21,29,72.4,302,44,14,20,70.0,6,6,100.0,1,1,0,0.0,0.0,0.0,1,1,1,0,4,passing,ENG,"FW,MF",21.0,1999.0,0,1,0,0.81,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ENG,"FW,MF",21.0,1999.0,49,1,4,26,19,6,49,2,2,0,21,93,29,1,1,0,6,2,34,13,possession,ENG,"FW,MF",21.0,1999.0,0,0,0,0,0,0,1,1,2,0,2,0,0,2,0,defense,ENG,"FW,MF",21.0,1999.0,0,0,0,6,0,1,0,0,0,0,0,0,2,5,7,misc
ENG-Premier League,2020,Tottenham,Dane Scarlett,ENG,FW,16.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,FW,16.0,2004.0,0.0,0,0,78.7,0,0,0,0,88.6,0,0,84.3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,FW,16.0,2004.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,FW,16.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,possession,ENG,FW,16.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,FW,16.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc
ENG-Premier League,2020,Brighton,Leandro Trossard,BEL,"MF,FW",25.0,1994.0,35,30,2607,29.0,5,5,10,5,0,0,2,0,4.6,4.6,4.9,9.5,73,142,219,0.17,0.17,0.35,0.17,0.35,0.16,0.17,0.33,0.16,0.33,standard,BEL,"MF,FW",25.0,1994.0,29.0,816,1094,74.6,13988,3742,389,471,82.6,302,375,80.5,93,141,5,4.9,5.9,0.1,50,80,58,10,142,passing,BEL,"MF,FW",25.0,1994.0,5,58,23,2.0,0.79,2,0,0,4.6,4.6,0.4,0.4,shooting,BEL,"MF,FW",25.0,1994.0,1401,5,137,556,725,113,1401,68,39,29,869,5382,2299,73,50,20,67,60,988,219,possession,BEL,"MF,FW",25.0,1994.0,33,14,11,16,6,10,36,26,34,2,32,26,59,7,1,defense,BEL,"MF,FW",25.0,1994.0,2,0,0,27,32,5,83,26,14,0,0,0,146,4,22,misc
ENG-Premier League,2020,West Brom,Lee Peltier,ENG,DF,33.0,1986.0,4,3,229,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ENG,DF,33.0,1986.0,2.5,49,80,61.3,774,231,25,28,89.3,20,32,62.5,3,13,0,0.0,0.0,0.0,1,5,2,2,6,passing,ENG,DF,33.0,1986.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,33.0,1986.0,106,16,46,49,13,0,106,1,1,0,39,142,69,0,2,0,3,0,45,4,possession,ENG,DF,33.0,1986.0,9,4,8,1,0,4,4,0,1,1,0,1,10,11,0,defense,ENG,DF,33.0,1986.0,1,0,0,4,0,0,3,1,4,0,0,0,16,3,0,misc
ENG-Premier League,2020,Leeds United,Leif Davis,ENG,DF,20.0,2000.0,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,DF,20.0,2000.0,0.4,17,19,89.5,336,162,6,6,100.0,9,10,90.0,2,3,0,0.0,0.0,0.0,0,0,1,0,1,passing,ENG,DF,20.0,2000.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,DF,20.0,2000.0,25,3,16,7,3,0,25,0,0,0,15,100,46,1,2,0,1,1,17,0,possession,ENG,DF,20.0,2000.0,0,0,0,0,0,0,3,3,1,0,1,1,1,0,0,defense,ENG,DF,20.0,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,misc
ENG-Premier League,2020,Brighton,Lewis Dunk,ENG,DF,28.0,1991.0,33,33,2931,32.6,5,0,5,5,0,0,5,2,2.2,2.2,1.2,3.4,27,82,7,0.15,0.0,0.15,0.15,0.15,0.07,0.04,0.1,0.07,0.1,standard,ENG,DF,28.0,1991.0,32.6,2000,2240,89.3,40874,13278,601,645,93.2,1094,1142,95.8,276,405,0,1.2,1.2,-1.2,10,100,2,0,82,passing,ENG,DF,28.0,1991.0,5,32,14,0.98,0.43,3,0,0,2.2,2.2,2.8,2.8,shooting,ENG,DF,28.0,1991.0,2511,361,1412,997,114,48,2511,8,6,2,1514,7618,3763,27,15,0,12,1,1743,7,possession,ENG,DF,28.0,1991.0,30,15,20,8,2,16,23,7,29,20,9,32,62,106,0,defense,ENG,DF,28.0,1991.0,5,2,0,22,20,2,1,32,15,0,0,1,223,78,37,misc
ENG-Premier League,2020,Leeds United,Kiko Casilla,ESP,GK,33.0,1986.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33.0,1986.0,3.0,87,98,88.8,1824,1175,27,27,100.0,43,45,95.6,16,25,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,GK,33.0,1986.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ESP,GK,33.0,1986.0,103,88,103,0,0,0,103,0,0,0,47,211,126,0,0,0,0,0,37,0,possession,ESP,GK,33.0,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ESP,GK,33.0,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,misc
ENG-Premier League,2020,Aston Villa,Kortney Hause,ENG,DF,25.0,1995.0,7,7,630,7.0,1,0,1,1,0,0,2,0,1.0,1.0,0.0,1.0,1,10,0,0.14,0.0,0.14,0.14,0.14,0.15,0.0,0.15,0.15,0.15,standard,ENG,DF,25.0,1995.0,7.0,173,232,74.6,3538,1459,49,64,76.6,99,115,86.1,23,48,0,0.0,0.0,0.0,0,13,0,0,10,passing,ENG,DF,25.0,1995.0,1,5,1,0.71,0.14,0,0,0,1.0,1.0,0.0,0.0,shooting,ENG,DF,25.0,1995.0,314,59,180,124,12,9,314,0,0,0,146,776,359,1,2,0,1,0,139,0,possession,ENG,DF,25.0,1995.0,4,2,3,1,0,0,3,3,4,2,2,8,12,53,0,defense,ENG,DF,25.0,1995.0,2,0,0,5,3,0,0,8,2,0,0,0,33,39,17,misc
ENG-Premier League,2020,Liverpool,Kostas Tsimikas,GRE,"DF,FW",24.0,1996.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GRE,"DF,FW",24.0,1996.0,0.1,6,9,66.7,103,0,3,3,100.0,3,4,75.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,GRE,"DF,FW",24.0,1996.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,GRE,"DF,FW",24.0,1996.0,10,0,1,3,6,0,10,0,0,0,7,21,9,1,0,0,1,0,8,3,possession,GRE,"DF,FW",24.0,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,GRE,"DF,FW",24.0,1996.0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,misc
ENG-Premier League,2020,Sheffield Utd,Lys Mousset,FRA,"FW,MF",24.0,1996.0,11,2,296,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.3,1.3,3,3,16,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.39,0.29,0.39,standard,FRA,"FW,MF",24.0,1996.0,3.3,34,46,73.9,476,74,19,22,86.4,11,14,78.6,2,3,0,0.3,0.1,-0.3,3,4,0,0,3,passing,FRA,"FW,MF",24.0,1996.0,0,4,2,1.22,0.61,0,0,0,1.0,1.0,-1.0,-1.0,shooting,FRA,"FW,MF",24.0,1996.0,85,0,3,39,43,10,85,13,4,9,47,224,70,3,0,2,12,9,63,16,possession,FRA,"FW,MF",24.0,1996.0,1,0,0,0,1,0,2,2,1,0,1,0,1,1,1,defense,FRA,"FW,MF",24.0,1996.0,0,0,0,7,2,4,1,0,0,0,0,0,5,4,10,misc
ENG-Premier League,2020,Manchester City,Liam Delap,ENG,FW,17.0,2003.0,1,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ENG,FW,17.0,2003.0,0.4,5,6,83.3,42,0,4,4,100.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,FW,17.0,2003.0,0,1,0,2.25,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ENG,FW,17.0,2003.0,10,0,0,7,3,1,10,0,0,0,5,7,0,0,0,0,3,1,7,1,possession,ENG,FW,17.0,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ENG,FW,17.0,2003.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,misc
ENG-Premier League,2020,Everton,Lucas Digne,FRA,"DF,MF",27.0,1993.0,30,30,2681,29.8,0,7,7,0,0,0,2,1,0.5,0.5,5.2,5.7,59,98,197,0.0,0.23,0.23,0.0,0.23,0.02,0.17,0.19,0.02,0.19,standard,FRA,"DF,MF",27.0,1993.0,29.8,1231,1736,70.9,19677,7569,652,744,87.6,447,616,72.6,92,232,7,5.2,4.3,1.8,44,63,34,26,98,passing,FRA,"DF,MF",27.0,1993.0,0,13,0,0.44,0.0,3,0,0,0.5,0.5,-0.5,-0.5,shooting,FRA,"DF,MF",27.0,1993.0,2026,100,546,836,657,35,2026,28,18,10,905,4384,2316,59,33,3,33,20,1088,197,possession,FRA,"DF,MF",27.0,1993.0,63,38,40,16,7,29,54,25,42,4,38,31,94,87,0,defense,FRA,"DF,MF",27.0,1993.0,2,1,0,33,22,4,215,31,38,0,0,0,141,92,42,misc
ENG-Premier League,2020,Tottenham,Lucas Moura,BRA,"FW,MF",27.0,1992.0,30,14,1411,15.7,3,4,7,3,0,0,1,0,1.9,1.9,2.0,3.9,43,46,78,0.19,0.26,0.45,0.19,0.45,0.12,0.13,0.25,0.12,0.25,standard,BRA,"FW,MF",27.0,1992.0,15.7,437,602,72.6,5967,1561,240,294,81.6,143,181,79.0,16,37,4,2.0,1.4,2.0,16,35,14,2,46,passing,BRA,"FW,MF",27.0,1992.0,3,18,6,1.15,0.38,0,0,0,1.9,1.9,1.1,1.1,shooting,BRA,"FW,MF",27.0,1992.0,833,16,99,438,318,38,833,70,33,37,480,3178,1466,43,49,8,48,37,588,78,possession,BRA,"FW,MF",27.0,1992.0,32,16,12,16,4,8,29,21,12,0,12,18,50,10,0,defense,BRA,"FW,MF",27.0,1992.0,1,0,0,23,47,3,26,18,16,0,0,0,79,23,41,misc
ENG-Premier League,2020,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,22.0,1997.0,34,34,3060,34.0,2,4,6,2,0,0,3,0,0.9,0.9,2.3,3.2,89,145,176,0.06,0.12,0.18,0.06,0.18,0.03,0.07,0.09,0.03,0.09,standard,ENG,DF,22.0,1997.0,34.0,1805,2147,84.1,24032,8316,1179,1281,92.0,516,618,83.5,43,90,4,2.3,2.1,1.7,31,93,32,13,145,passing,ENG,DF,22.0,1997.0,2,7,4,0.21,0.12,0,0,0,0.9,0.9,1.1,1.1,shooting,ENG,DF,22.0,1997.0,2547,116,807,1085,677,32,2547,60,34,25,1294,7565,3797,89,65,5,34,21,1551,176,possession,ENG,DF,22.0,1997.0,88,54,53,29,6,32,45,13,65,17,48,62,150,84,2,defense,ENG,DF,22.0,1997.0,3,0,0,31,14,1,60,62,54,0,0,0,182,38,37,misc
ENG-Premier League,2020,West Brom,Kyle Edwards,ENG,"MF,FW",22.0,1998.0,5,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,3,4,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,standard,ENG,"MF,FW",22.0,1998.0,1.3,31,35,88.6,379,96,22,23,95.7,9,10,90.0,0,1,0,0.0,0.0,0.0,1,2,0,0,3,passing,ENG,"MF,FW",22.0,1998.0,0,2,1,1.53,0.76,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ENG,"MF,FW",22.0,1998.0,50,0,10,22,19,4,50,4,1,3,28,258,142,5,2,2,1,1,33,4,possession,ENG,"MF,FW",22.0,1998.0,3,2,1,1,1,0,0,0,2,0,2,1,4,0,0,defense,ENG,"MF,FW",22.0,1998.0,0,0,0,1,1,0,1,1,2,0,0,0,7,0,0,misc
ENG-Premier League,2020,Manchester City,Kyle Walker,ENG,DF,30.0,1990.0,24,22,1946,21.6,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.9,80,130,71,0.05,0.05,0.09,0.05,0.09,0.01,0.03,0.04,0.01,0.04,standard,ENG,DF,30.0,1990.0,21.6,1709,1941,88.0,29726,7602,782,828,94.4,741,819,90.5,147,202,1,0.6,0.8,0.4,7,183,12,2,130,passing,ENG,DF,30.0,1990.0,1,10,3,0.46,0.14,0,0,0,0.3,0.3,0.7,0.7,shooting,ENG,DF,30.0,1990.0,2098,49,373,1327,419,15,2098,41,24,17,1337,7284,3784,80,67,6,16,17,1589,71,possession,ENG,DF,30.0,1990.0,29,19,15,12,2,16,24,8,19,7,12,14,43,28,0,defense,ENG,DF,30.0,1990.0,1,0,0,25,11,1,38,14,19,0,3,0,114,27,14,misc
ENG-Premier League,2020,Southampton,Kyle Walker-Peters,ENG,DF,23.0,1997.0,30,30,2645,29.4,0,2,2,0,0,0,4,0,1.0,1.0,1.2,2.2,92,89,112,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08,standard,ENG,DF,23.0,1997.0,29.4,1321,1669,79.1,19144,6069,744,835,89.1,462,591,78.2,53,115,2,1.2,1.2,0.8,16,67,18,1,89,passing,ENG,DF,23.0,1997.0,0,18,7,0.61,0.24,0,0,0,1.0,1.0,-1.0,-1.0,shooting,ENG,DF,23.0,1997.0,2020,103,583,1063,407,52,2020,65,46,19,1034,6415,3451,92,67,16,37,49,1132,112,possession,ENG,DF,23.0,1997.0,83,53,56,25,2,34,57,23,41,10,31,38,121,66,2,defense,ENG,DF,23.0,1997.0,4,0,0,33,42,7,35,38,53,1,1,0,189,16,41,misc
ENG-Premier League,2020,Wolves,Leander Dendoncker,BEL,"MF,DF",25.0,1995.0,33,28,2503,27.8,1,0,1,1,0,0,4,0,3.1,3.1,0.7,3.9,15,88,31,0.04,0.0,0.04,0.04,0.04,0.11,0.03,0.14,0.11,0.14,standard,BEL,"MF,DF",25.0,1995.0,27.8,1032,1212,85.1,17020,4193,476,541,88.0,442,492,89.8,74,97,0,0.7,0.9,-0.7,17,68,8,1,88,passing,BEL,"MF,DF",25.0,1995.0,1,31,8,1.11,0.29,0,0,0,3.1,3.1,-2.1,-2.1,shooting,BEL,"MF,DF",25.0,1995.0,1488,95,435,834,227,59,1488,13,7,6,727,3396,1628,15,12,4,30,11,967,31,possession,BEL,"MF,DF",25.0,1995.0,54,29,29,22,3,31,60,29,38,15,23,27,81,52,2,defense,BEL,"MF,DF",25.0,1995.0,4,0,0,31,12,4,8,27,29,0,0,1,136,85,62,misc
ENG-Premier League,2020,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",26.0,1993.0,13,2,253,2.8,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,5,20,21,0.36,0.36,0.71,0.36,0.71,0.11,0.1,0.21,0.11,0.21,standard,ENG,"MF,FW",26.0,1993.0,2.8,106,143,74.1,1925,466,53,60,88.3,38,48,79.2,14,18,1,0.3,0.3,0.7,2,11,2,0,20,passing,ENG,"MF,FW",26.0,1993.0,1,8,4,2.85,1.42,0,0,0,0.3,0.3,0.7,0.7,shooting,ENG,"MF,FW",26.0,1993.0,182,2,13,93,77,6,182,7,1,6,99,579,241,5,7,0,7,5,129,21,possession,ENG,"MF,FW",26.0,1993.0,4,0,0,3,1,0,2,2,1,0,1,2,6,0,0,defense,ENG,"MF,FW",26.0,1993.0,0,0,0,3,1,0,8,2,0,0,0,0,15,4,3,misc
